study_name	BioProject	sample_id	NCBI_accession	uuid
BoktorJC.2_2023	PRJEB53401	SAMEA110061092	ERR9830061	4421b74b-5356-4499-a2db-1b3c6045deb5
BoktorJC.2_2023	PRJEB53401	SAMEA110061093	ERR9830062	4e63fbc7-e672-46fd-95a1-89d130fe40e0
BoktorJC.2_2023	PRJEB53401	SAMEA110061094	ERR9830063	8b510a4c-95fc-470e-b349-5a009fa605a7
BoktorJC.2_2023	PRJEB53401	SAMEA110061095	ERR9830064	a9f08766-bb6b-4dfd-8325-743578e858be
BoktorJC.2_2023	PRJEB53401	SAMEA110061096	ERR9830065	307dac05-d8ac-4e0f-8eae-5a0d2be681f3
BoktorJC.2_2023	PRJEB53401	SAMEA110061097	ERR9830066	884871a6-ffd6-4f4e-9d8e-fc56a7367959
BoktorJC.2_2023	PRJEB53401	SAMEA110061098	ERR9830067	06e78735-373e-4ec1-beed-cceaae7bd266
BoktorJC.2_2023	PRJEB53401	SAMEA110061099	ERR9830068	66ccb7b5-a0a2-4d4e-a8a3-bfecd88ac03a
BoktorJC.2_2023	PRJEB53401	SAMEA110061100	ERR9830069	b2bddcac-3283-4820-96ba-cc14369f624e
BoktorJC.2_2023	PRJEB53401	SAMEA110061101	ERR9830070	fd3f9e40-2227-49e8-8712-7b3fc7a8cfa3
BoktorJC.2_2023	PRJEB53401	SAMEA110061102	ERR9830071	6b4574e3-2891-4ea3-befe-9683abdd712e
BoktorJC.2_2023	PRJEB53401	SAMEA110061103	ERR9830072	dff10f04-4883-436d-ac86-c2bab842b84e
BoktorJC.2_2023	PRJEB53401	SAMEA110061104	ERR9830073	d6762954-7e5f-4b5a-ac32-4b8de2e8d6b6
BoktorJC.2_2023	PRJEB53401	SAMEA110061105	ERR9830074	58a3fac1-b49a-45e7-a0d6-30ebe4239393
BoktorJC.2_2023	PRJEB53401	SAMEA110061106	ERR9830075	cd5cdd3d-699a-47cb-8eaf-46bb247a9518
BoktorJC.2_2023	PRJEB53401	SAMEA110061107	ERR9830076	d0ce1299-b00f-4a3a-ae93-81b30419b343
BoktorJC.2_2023	PRJEB53401	SAMEA110061108	ERR9830077	9c02a9e1-733d-400e-b935-a9c82f055ba2
BoktorJC.2_2023	PRJEB53401	SAMEA110061109	ERR9830078	d723fcc6-961e-4e16-a30e-c6395da9ae6e
BoktorJC.2_2023	PRJEB53401	SAMEA110061110	ERR9830079	e87e8ba2-4687-4255-b393-e8e79d7ebb98
BoktorJC.2_2023	PRJEB53401	SAMEA110061111	ERR9830080	e4eca000-933d-4be3-bbda-ac76edb82bc6
BoktorJC.2_2023	PRJEB53401	SAMEA110061112	ERR9830081	49bb7ddd-64a7-4c9c-973a-a328aa654dd1
BoktorJC.2_2023	PRJEB53401	SAMEA110061113	ERR9830082	73551ba4-79a5-4acf-a2a1-93c5d0ae53a2
BoktorJC.2_2023	PRJEB53401	SAMEA110061114	ERR9830083	07244c54-c8b3-473a-b3fe-400466fec11d
BoktorJC.2_2023	PRJEB53401	SAMEA110061115	ERR9830084	1da57f64-20c6-4db0-a2d8-fdaa9fc10c26
BoktorJC.2_2023	PRJEB53401	SAMEA110061116	ERR9830085	06cda027-a6e1-42fd-8336-244966c3bbf5
BoktorJC.2_2023	PRJEB53401	SAMEA110061117	ERR9830086	14b76359-ee8e-400d-9c77-860fb36335c2
BoktorJC.2_2023	PRJEB53401	SAMEA110061118	ERR9830087	1bdae666-2e48-4b95-be26-fe446a26c6ee
BoktorJC.2_2023	PRJEB53401	SAMEA110061119	ERR9830088	d98b7a50-4d25-4507-8ff3-e2122dfe36ee
BoktorJC.2_2023	PRJEB53401	SAMEA110061120	ERR9830089	01704d29-169e-4b71-963b-8c3557f94946
BoktorJC.2_2023	PRJEB53401	SAMEA110061121	ERR9830090	eb63b4a1-9cf1-4d10-b3bc-b32d37c182b5
BoktorJC.2_2023	PRJEB53401	SAMEA110061122	ERR9830091	9c23af23-c826-4f8c-a241-79cba9ca5473
BoktorJC.2_2023	PRJEB53401	SAMEA110061123	ERR9830092	f7604e33-8804-41d8-b333-7b3ca42b6c21
